,country,year,sex,age,suicides_no,population,crude_rate_per_100k
37312,Suriname,1986,female,55-74,0,15921.0,0.0
37313,Suriname,1986,female,75+,1,3737.0,26.75943270002676
37314,Suriname,1986,male,15-24,13,43404.0,29.951156575430836
37315,Suriname,1986,male,25-34,6,29250.0,20.512820512820515
37316,Suriname,1986,male,35-54,7,32808.0,21.3362594489149
37317,Suriname,1986,male,05-14,0,41849.0,0.0
37318,Suriname,1986,male,55-74,2,15344.0,13.034410844629823
37319,Suriname,1986,male,75+,2,2867.0,69.75933031042902
37320,Suriname,1987,female,15-24,8,40204.0,19.898517560441746
37321,Suriname,1987,female,25-34,1,29656.0,3.3719989209603454
37322,Suriname,1987,female,35-54,1,33647.0,2.972033167890154
37323,Suriname,1987,female,05-14,1,39799.0,2.512625945375512
37324,Suriname,1987,female,55-74,0,16552.0,0.0
37325,Suriname,1987,female,75+,1,3776.0,26.483050847457626
37326,Suriname,1987,male,15-24,8,43517.0,18.383620194406785
37327,Suriname,1987,male,25-34,13,30977.0,41.96662039577751
37328,Suriname,1987,male,35-54,12,33400.0,35.92814371257485
37329,Suriname,1987,male,05-14,0,41778.0,0.0
37330,Suriname,1987,male,55-74,5,15788.0,31.669622498099823
37331,Suriname,1987,male,75+,2,2919.0,68.51661527920521
37332,Suriname,1988,female,15-24,10,40327.0,24.797282217868922
37333,Suriname,1988,female,25-34,0,31329.0,0.0
37334,Suriname,1988,female,35-54,2,34480.0,5.80046403712297
37335,Suriname,1988,female,05-14,0,40174.0,0.0
37336,Suriname,1988,female,55-74,4,17297.0,23.125397467768977
37337,Suriname,1988,female,75+,1,3816.0,26.20545073375262
37338,Suriname,1988,male,15-24,9,43613.0,20.636048884506913
37339,Suriname,1988,male,25-34,12,32853.0,36.52634462606155
37340,Suriname,1988,male,35-54,7,34213.0,20.460059041884666
37341,Suriname,1988,male,05-14,0,42219.0,0.0
37342,Suriname,1988,male,55-74,3,16330.0,18.37109614206981
37343,Suriname,1988,male,75+,1,2960.0,33.78378378378378
37344,Suriname,1989,female,15-24,3,40352.0,7.434575733544806
37345,Suriname,1989,female,25-34,1,32892.0,3.0402529490453607
37346,Suriname,1989,female,35-54,3,35415.0,8.470986869970352
37347,Suriname,1989,female,05-14,0,40886.0,0.0
37348,Suriname,1989,female,55-74,4,18079.0,22.12511753968693
37349,Suriname,1989,female,75+,1,3844.0,26.014568158168572
37350,Suriname,1989,male,15-24,11,43552.0,25.257163850110214
37351,Suriname,1989,male,25-34,11,34649.0,31.746947963866198
37352,Suriname,1989,male,35-54,17,35135.0,48.38480148000569
37353,Suriname,1989,male,05-14,0,43043.0,0.0
37354,Suriname,1989,male,55-74,1,16912.0,5.912961210974457
37355,Suriname,1989,male,75+,1,2964.0,33.738191632928476
37356,Suriname,1990,female,15-24,2,46000.0,4.3478260869565215
37357,Suriname,1990,female,25-34,2,35000.0,5.714285714285714
37358,Suriname,1990,female,35-54,0,32000.0,0.0
37359,Suriname,1990,female,05-14,0,43500.0,0.0
37360,Suriname,1990,female,55-74,0,17000.0,0.0
37361,Suriname,1990,female,75+,0,3200.0,0.0
37362,Suriname,1990,male,15-24,7,47000.0,14.893617021276597
37363,Suriname,1990,male,25-34,8,34000.0,23.52941176470588
37364,Suriname,1990,male,35-54,2,28000.0,7.142857142857142
37365,Suriname,1990,male,05-14,1,45000.0,2.2222222222222223
37366,Suriname,1990,male,55-74,1,16000.0,6.25
37367,Suriname,1990,male,75+,3,2000.0,150.0
37368,Suriname,1991,female,15-24,9,40020.0,22.488755622188904
37369,Suriname,1991,female,25-34,5,35339.0,14.148674269220974
37370,Suriname,1991,female,35-54,1,37467.0,2.6690154002188593
37371,Suriname,1991,female,05-14,2,42788.0,4.674207721791157
37372,Suriname,1991,female,55-74,4,19527.0,20.48445741793414
37373,Suriname,1991,female,75+,1,3932.0,25.4323499491353
37374,Suriname,1991,male,15-24,5,42924.0,11.648495014444133
37375,Suriname,1991,male,25-34,15,37620.0,39.87240829346093
37376,Suriname,1991,male,35-54,13,37217.0,34.930273799607704
37377,Suriname,1991,male,05-14,0,45247.0,0.0
37378,Suriname,1991,male,55-74,1,18019.0,5.549697541483989
37379,Suriname,1991,male,75+,1,2979.0,33.56831151393085
37380,Suriname,1992,female,15-24,6,39704.0,15.111827523675196
37381,Suriname,1992,female,25-34,2,36206.0,5.523946307241894
37382,Suriname,1992,female,35-54,2,38576.0,5.184570717544587
37383,Suriname,1992,female,05-14,2,43929.0,4.552801110883471
37384,Suriname,1992,female,55-74,1,20189.0,4.953192332458269
37385,Suriname,1992,female,75+,0,3987.0,0.0
37386,Suriname,1992,male,15-24,9,42389.0,21.231923376347638
37387,Suriname,1992,male,25-34,11,38778.0,28.366599618340295
37388,Suriname,1992,male,35-54,10,38358.0,26.070180927055635
37389,Suriname,1992,male,05-14,0,46555.0,0.0
37390,Suriname,1992,male,55-74,5,18529.0,26.98472664471909
37391,Suriname,1992,male,75+,0,2994.0,0.0
37392,Suriname,1995,female,15-24,5,38880.0,12.860082304526749
37393,Suriname,1995,female,25-34,4,37603.0,10.637449139696301
37394,Suriname,1995,female,35-54,1,42582.0,2.348410126344465
37395,Suriname,1995,female,05-14,0,47069.0,0.0
37396,Suriname,1995,female,55-74,3,22077.0,13.588802826470989
37397,Suriname,1995,female,75+,0,4130.0,0.0
37398,Suriname,1995,male,15-24,12,40901.0,29.33913596244591
37399,Suriname,1995,male,25-34,14,40792.0,34.32045499117474
37400,Suriname,1995,male,35-54,10,42573.0,23.48906583985155
37401,Suriname,1995,male,05-14,1,49923.0,2.0030847505157943
37402,Suriname,1995,male,55-74,4,19931.0,20.0692388741157
37403,Suriname,1995,male,75+,1,2953.0,33.863867253640365
37404,Suriname,1996,female,15-24,1,39181.0,2.5522574717337485
37405,Suriname,1996,female,25-34,0,38017.0,0.0
37406,Suriname,1996,female,35-54,1,44201.0,2.262392253568924
37407,Suriname,1996,female,05-14,1,47703.0,2.096304215667778
37408,Suriname,1996,female,55-74,1,22310.0,4.482294935006723
37409,Suriname,1996,female,75+,0,4289.0,0.0
37410,Suriname,1996,male,15-24,3,40974.0,7.32171621027969
37411,Suriname,1996,male,25-34,6,41058.0,14.613473622680111
37412,Suriname,1996,male,35-54,6,44241.0,13.562080423136909
37413,Suriname,1996,male,05-14,0,50437.0,0.0
37414,Suriname,1996,male,55-74,1,20314.0,4.9227133996258745
37415,Suriname,1996,male,75+,1,3080.0,32.467532467532465
37416,Suriname,1997,female,15-24,2,39505.0,5.062650297430705
37417,Suriname,1997,female,25-34,3,38337.0,7.825338445887785
37418,Suriname,1997,female,35-54,3,46033.0,6.51706384550214
37419,Suriname,1997,female,05-14,2,48099.0,4.158090604794278
37420,Suriname,1997,female,55-74,1,22554.0,4.433803316484881
37421,Suriname,1997,female,75+,0,4426.0,0.0
37422,Suriname,1997,male,15-24,5,41081.0,12.171076653440764
37423,Suriname,1997,male,25-34,5,41122.0,12.158941685715677
37424,Suriname,1997,male,35-54,5,46141.0,10.836349450597083
37425,Suriname,1997,male,05-14,1,50699.0,1.9724254916270536
37426,Suriname,1997,male,55-74,4,20606.0,19.41182179947588
37427,Suriname,1997,male,75+,1,3211.0,31.142946122703208
37428,Suriname,1998,female,15-24,1,39847.0,2.5095992170050443
37429,Suriname,1998,female,25-34,4,38571.0,10.370485597988125
37430,Suriname,1998,female,35-54,3,48040.0,6.244796003330558
37431,Suriname,1998,female,05-14,0,48317.0,0.0
37432,Suriname,1998,female,55-74,0,22817.0,0.0
37433,Suriname,1998,female,75+,0,4529.0,0.0
37434,Suriname,1998,male,15-24,2,41216.0,4.852484472049689
37435,Suriname,1998,male,25-34,7,41049.0,17.052790567370703
37436,Suriname,1998,male,35-54,8,48239.0,16.584091710027156
37437,Suriname,1998,male,05-14,0,50818.0,0.0
37438,Suriname,1998,male,55-74,3,20823.0,14.407145944388416
37439,Suriname,1998,male,75+,1,3340.0,29.940119760479043
37440,Suriname,1999,female,15-24,8,40243.0,19.879233655542578
37441,Suriname,1999,female,25-34,2,38746.0,5.161823155938677
37442,Suriname,1999,female,35-54,4,50067.0,7.989294345576928
37443,Suriname,1999,female,05-14,0,48443.0,0.0
37444,Suriname,1999,female,55-74,1,23115.0,4.3261951113995245
37445,Suriname,1999,female,75+,0,4596.0,0.0
37446,Suriname,1999,male,15-24,5,41424.0,12.070297412128236
37447,Suriname,1999,male,25-34,9,40913.0,21.997897978637596
37448,Suriname,1999,male,35-54,8,50399.0,15.873330820055951
37449,Suriname,1999,male,05-14,0,50885.0,0.0
37450,Suriname,1999,male,55-74,9,21006.0,42.84490145672665
37451,Suriname,1999,male,75+,3,3466.0,86.55510675129833
37452,Suriname,2000,female,15-24,3,40714.0,7.3684727612123595
37453,Suriname,2000,female,25-34,6,38906.0,15.421785842800595
37454,Suriname,2000,female,35-54,2,51969.0,3.8484481132983124
37455,Suriname,2000,female,05-14,0,48558.0,0.0
37456,Suriname,2000,female,55-74,3,23464.0,12.785543811796796
37457,Suriname,2000,female,75+,0,4642.0,0.0
37458,Suriname,2000,male,15-24,9,41743.0,21.56050116187145
37459,Suriname,2000,male,25-34,11,40787.0,26.96937749773212
37460,Suriname,2000,male,35-54,15,52484.0,28.58013870893987
37461,Suriname,2000,male,05-14,1,50922.0,1.9637877538195672
37462,Suriname,2000,male,55-74,2,21208.0,9.43040362127499
37463,Suriname,2000,male,75+,0,3604.0,0.0
37464,Suriname,2001,female,15-24,1,41145.0,2.430428970713331
37465,Suriname,2001,female,25-34,5,38844.0,12.872000823808053
37466,Suriname,2001,female,35-54,5,53591.0,9.329924800806106
37467,Suriname,2001,female,05-14,0,48886.0,0.0
37468,Suriname,2001,female,55-74,5,23944.0,20.88205813564985
37469,Suriname,2001,female,75+,0,4854.0,0.0
37470,Suriname,2001,male,15-24,6,42153.0,14.233862358550992
37471,Suriname,2001,male,25-34,21,40500.0,51.85185185185185
37472,Suriname,2001,male,35-54,16,54230.0,29.503964595242486
37473,Suriname,2001,male,05-14,2,51208.0,3.905639743790033
37474,Suriname,2001,male,55-74,10,21351.0,46.8362137604796
37475,Suriname,2001,male,75+,1,3809.0,26.253609871357312
37476,Suriname,2002,female,15-24,4,41713.0,9.589336657636707
37477,Suriname,2002,female,25-34,5,38769.0,12.896902164100183
37478,Suriname,2002,female,35-54,4,54990.0,7.274049827241316
37479,Suriname,2002,female,05-14,3,49195.0,6.0981807094216895
37480,Suriname,2002,female,55-74,4,24443.0,16.36460336292599
37481,Suriname,2002,female,75+,1,5067.0,19.735543714229326
37482,Suriname,2002,male,15-24,10,42809.0,23.359573921371673
37483,Suriname,2002,male,25-34,15,40239.0,37.27726832177738
37484,Suriname,2002,male,35-54,15,55834.0,26.865350861482252
37485,Suriname,2002,male,05-14,1,51529.0,1.9406547769217333
37486,Suriname,2002,male,55-74,6,21592.0,27.788069655427936
37487,Suriname,2002,male,75+,1,3996.0,25.025025025025023
37488,Suriname,2003,female,15-24,3,42340.0,7.085498346717053
37489,Suriname,2003,female,25-34,6,38701.0,15.503475362393736
37490,Suriname,2003,female,35-54,7,56259.0,12.442453651860147
37491,Suriname,2003,female,05-14,0,49482.0,0.0
37492,Suriname,2003,female,55-74,3,24989.0,12.005282324222659
37493,Suriname,2003,female,75+,0,5275.0,0.0
37494,Suriname,2003,male,15-24,7,43597.0,16.056150652567837
37495,Suriname,2003,male,25-34,20,39999.0,50.00125003125078
37496,Suriname,2003,male,35-54,15,57340.0,26.159748866410883
37497,Suriname,2003,male,05-14,2,51886.0,3.8546043248660524
37498,Suriname,2003,male,55-74,12,21925.0,54.732041049030784
37499,Suriname,2003,male,75+,2,4153.0,48.15795810257645
37500,Suriname,2004,female,15-24,6,42934.0,13.974938277355943
37501,Suriname,2004,female,25-34,1,38640.0,2.587991718426501
37502,Suriname,2004,female,35-54,5,57544.0,8.689003197553177
37503,Suriname,2004,female,05-14,2,49715.0,4.022930705018606
37504,Suriname,2004,female,55-74,3,25602.0,11.717834544176235
37505,Suriname,2004,female,75+,1,5466.0,18.294914013904133
37506,Suriname,2004,male,15-24,6,44369.0,13.522955216479975
37507,Suriname,2004,male,25-34,8,39773.0,20.11414778870088
37508,Suriname,2004,male,35-54,23,58839.0,39.089719403796806
37509,Suriname,2004,male,05-14,1,52238.0,1.914315249435277
37510,Suriname,2004,male,55-74,10,22321.0,44.80086017651539
37511,Suriname,2004,male,75+,1,4276.0,23.386342376052387
37512,Suriname,2005,female,15-24,2,43456.0,4.6023564064801175
37513,Suriname,2005,female,25-34,4,38594.0,10.364305332435093
37514,Suriname,2005,female,35-54,2,58932.0,3.393741939862893
37515,Suriname,2005,female,05-14,1,49858.0,2.0056961771430863
37516,Suriname,2005,female,55-74,2,26296.0,7.6057195010648
37517,Suriname,2005,female,75+,1,5644.0,17.71793054571226
37518,Suriname,2005,male,15-24,12,45060.0,26.63115845539281
37519,Suriname,2005,male,25-34,18,39566.0,45.493605620987715
37520,Suriname,2005,male,35-54,19,60391.0,31.461641635343017
37521,Suriname,2005,male,05-14,2,52526.0,3.8076381220728788
37522,Suriname,2005,male,55-74,8,22765.0,35.141664836371625
37523,Suriname,2005,male,75+,1,4357.0,22.951572182694516
37524,Suriname,2006,female,15-24,11,43971.0,25.016488139910397
37525,Suriname,2006,female,25-34,6,38578.0,15.552905801233864
37526,Suriname,2006,female,35-54,5,60541.0,8.258865892535637
37527,Suriname,2006,female,05-14,1,49822.0,2.00714543775842
37528,Suriname,2006,female,55-74,5,26903.0,18.585287886109356
37529,Suriname,2006,female,75+,0,5886.0,0.0
37530,Suriname,2006,male,15-24,19,45741.0,41.53822609912333
37531,Suriname,2006,male,25-34,16,39396.0,40.61326022946492
37532,Suriname,2006,male,35-54,37,62088.0,59.592835974745526
37533,Suriname,2006,male,05-14,0,52660.0,0.0
37534,Suriname,2006,male,55-74,10,23150.0,43.19654427645788
37535,Suriname,2006,male,75+,2,4557.0,43.88852315119596
37536,Suriname,2007,female,15-24,10,44452.0,22.496175650139474
37537,Suriname,2007,female,25-34,6,38545.0,15.566221299779478
37538,Suriname,2007,female,35-54,7,62270.0,11.241368235105186
37539,Suriname,2007,female,05-14,3,49661.0,6.040957693159623
37540,Suriname,2007,female,55-74,4,27614.0,14.485405953501846
37541,Suriname,2007,female,75+,2,6107.0,32.74930407728836
37542,Suriname,2007,male,15-24,12,46375.0,25.87601078167116
37543,Suriname,2007,male,25-34,24,39222.0,61.19014838610983
37544,Suriname,2007,male,35-54,35,63837.0,54.82713786675439
37545,Suriname,2007,male,05-14,3,52686.0,5.694112287894317
37546,Suriname,2007,male,55-74,10,23599.0,42.37467689308869
37547,Suriname,2007,male,75+,3,4718.0,63.5862653666808
37548,Suriname,2008,female,15-24,14,44916.0,31.16929379285778
37549,Suriname,2008,female,25-34,4,38543.0,10.378019355006098
37550,Suriname,2008,female,35-54,9,64026.0,14.056789429294348
37551,Suriname,2008,female,05-14,1,49401.0,2.024250521244509
37552,Suriname,2008,female,55-74,5,28396.0,17.608113818847727
37553,Suriname,2008,female,75+,1,6315.0,15.835312747426762
37554,Suriname,2008,male,15-24,21,46969.0,44.71034086312248
37555,Suriname,2008,male,25-34,23,39105.0,58.81600818309679
37556,Suriname,2008,male,35-54,47,65553.0,71.69771024972161
37557,Suriname,2008,male,05-14,3,52600.0,5.703422053231939
37558,Suriname,2008,male,55-74,15,24124.0,62.17874316033825
37559,Suriname,2008,male,75+,4,4841.0,82.62755629002272
37560,Suriname,2009,female,15-24,9,45374.0,19.83514788204699
37561,Suriname,2009,female,25-34,4,38634.0,10.353574571620852
37562,Suriname,2009,female,35-54,9,65668.0,13.705305476030942
37563,Suriname,2009,female,05-14,3,49092.0,6.1109753116597405
37564,Suriname,2009,female,55-74,6,29225.0,20.53036783575706
37565,Suriname,2009,female,75+,1,6530.0,15.313935681470138
37566,Suriname,2009,male,15-24,18,47548.0,37.856481870951455
37567,Suriname,2009,male,25-34,18,39139.0,45.98993331459669
37568,Suriname,2009,male,35-54,46,67116.0,68.53805351928006
37569,Suriname,2009,male,05-14,1,52427.0,1.9074141186793063
37570,Suriname,2009,male,55-74,12,24763.0,48.459395065218274
37571,Suriname,2009,male,75+,4,4932.0,81.10300081103
37572,Suriname,2010,female,15-24,10,45832.0,21.81881654739047
37573,Suriname,2010,female,25-34,7,38855.0,18.015699395187234
37574,Suriname,2010,female,35-54,14,67102.0,20.863759649488838
37575,Suriname,2010,female,05-14,4,48769.0,8.201931554881174
37576,Suriname,2010,female,55-74,3,30084.0,9.97207818109294
37577,Suriname,2010,female,75+,4,6758.0,59.18910920390648
37578,Suriname,2010,male,15-24,18,48112.0,37.41270369138677
37579,Suriname,2010,male,25-34,19,39368.0,48.262548262548265
37580,Suriname,2010,male,35-54,40,68450.0,58.43681519357195
37581,Suriname,2010,male,05-14,2,52202.0,3.8312708325351514
37582,Suriname,2010,male,55-74,10,25526.0,39.175742380318106
37583,Suriname,2010,male,75+,5,4994.0,100.12014417300762
37584,Suriname,2011,female,15-24,12,46282.0,25.92800656842833
37585,Suriname,2011,female,25-34,6,39239.0,15.290909554269986
37586,Suriname,2011,female,35-54,9,68303.0,13.176580823682707
37587,Suriname,2011,female,05-14,2,48495.0,4.124136508918445
37588,Suriname,2011,female,55-74,3,30801.0,9.739943508327652
37589,Suriname,2011,female,75+,0,7088.0,0.0
37590,Suriname,2011,male,15-24,19,48619.0,39.079372261872926
37591,Suriname,2011,male,25-34,22,39793.0,55.28610559646169
37592,Suriname,2011,male,35-54,39,69491.0,56.12237555942496
37593,Suriname,2011,male,05-14,0,51989.0,0.0
37594,Suriname,2011,male,55-74,10,26237.0,38.114113656286925
37595,Suriname,2011,male,75+,5,5184.0,96.45061728395062
37596,Suriname,2012,female,15-24,9,46713.0,19.26658531886199
37597,Suriname,2012,female,25-34,6,39751.0,15.093959900379865
37598,Suriname,2012,female,35-54,7,69327.0,10.097076175227544
37599,Suriname,2012,female,05-14,3,48244.0,6.218389851587762
37600,Suriname,2012,female,55-74,8,31542.0,25.36300805275506
37601,Suriname,2012,female,75+,0,7412.0,0.0
37602,Suriname,2012,male,15-24,17,49082.0,34.63591540687014
37603,Suriname,2012,male,25-34,24,40412.0,59.388300504800554
37604,Suriname,2012,male,35-54,37,70333.0,52.60688439281703
37605,Suriname,2012,male,05-14,0,51758.0,0.0
37606,Suriname,2012,male,55-74,12,27044.0,44.37213429965981
37607,Suriname,2012,male,75+,10,5346.0,187.05574261129817
37608,Suriname,2013,female,15-24,12,47090.0,25.483117434699512
37609,Suriname,2013,female,25-34,9,40347.0,22.30649118893598
37610,Suriname,2013,female,35-54,8,70174.0,11.400233704790947
37611,Suriname,2013,female,05-14,1,48022.0,2.082378909666403
37612,Suriname,2013,female,55-74,4,32385.0,12.351397251814111
37613,Suriname,2013,female,75+,0,7726.0,0.0
37614,Suriname,2013,male,15-24,18,49480.0,36.37833468067906
37615,Suriname,2013,male,25-34,27,41155.0,65.60563722512453
37616,Suriname,2013,male,35-54,39,70987.0,54.939636834913436
37617,Suriname,2013,male,05-14,3,51531.0,5.821738371077603
37618,Suriname,2013,male,55-74,9,27992.0,32.152043440983135
37619,Suriname,2013,male,75+,1,5470.0,18.281535648994517
37620,Suriname,2014,female,15-24,8,47355.0,16.893675430260796
37621,Suriname,2014,female,25-34,10,40945.0,24.423006472096716
37622,Suriname,2014,female,35-54,9,70884.0,12.696800406297612
37623,Suriname,2014,female,05-14,2,47832.0,4.1813012209399565
37624,Suriname,2014,female,55-74,6,33447.0,17.93882859449278
37625,Suriname,2014,female,75+,1,8006.0,12.490632025980513
37626,Suriname,2014,male,15-24,9,49798.0,18.073014980521307
37627,Suriname,2014,male,25-34,26,41917.0,62.027339742825106
37628,Suriname,2014,male,35-54,38,71494.0,53.151313396928416
37629,Suriname,2014,male,05-14,2,51324.0,3.896812407450705
37630,Suriname,2014,male,55-74,12,29170.0,41.1381556393555
37631,Suriname,2014,male,75+,5,5529.0,90.43226623259179
37632,Sweden,1979,female,15-24,193,541500.0,13.185093722737907
37633,Sweden,1979,female,25-34,193,620800.0,13.185093722737907
37634,Sweden,1979,female,35-54,193,957800.0,13.185093722737907
37635,Sweden,1979,female,05-14,193,563500.0,13.185093722737907
37636,Sweden,1979,female,55-74,193,941200.0,13.185093722737907
37637,Sweden,1979,female,75+,193,313300.0,13.185093722737907
37638,Sweden,1979,male,15-24,193,566400.0,13.185093722737907
37639,Sweden,1979,male,25-34,193,653200.0,13.185093722737907
37640,Sweden,1979,male,35-54,193,981300.0,13.185093722737907
37641,Sweden,1979,male,05-14,193,592600.0,13.185093722737907
37642,Sweden,1979,male,55-74,193,861200.0,13.185093722737907
37643,Sweden,1979,male,75+,193,202500.0,13.185093722737907
37644,Sweden,1980,female,15-24,193,549800.0,13.185093722737907
37645,Sweden,1980,female,25-34,193,610400.0,13.185093722737907
37646,Sweden,1980,female,35-54,193,973200.0,13.185093722737907
37647,Sweden,1980,female,05-14,193,556200.0,13.185093722737907
37648,Sweden,1980,female,55-74,193,942200.0,13.185093722737907
37649,Sweden,1980,female,75+,193,323200.0,13.185093722737907
37650,Sweden,1980,male,15-24,193,575200.0,13.185093722737907
37651,Sweden,1980,male,25-34,193,640600.0,13.185093722737907
37652,Sweden,1980,male,35-54,193,999900.0,13.185093722737907
37653,Sweden,1980,male,05-14,193,584600.0,13.185093722737907
37654,Sweden,1980,male,55-74,193,860900.0,13.185093722737907
37655,Sweden,1980,male,75+,193,206600.0,13.185093722737907
37656,Sweden,1981,female,15-24,193,556700.0,13.185093722737907
37657,Sweden,1981,female,25-34,193,599300.0,13.185093722737907
37658,Sweden,1981,female,35-54,193,990500.0,13.185093722737907
37659,Sweden,1981,female,05-14,193,546100.0,13.185093722737907
37660,Sweden,1981,female,55-74,193,941000.0,13.185093722737907
37661,Sweden,1981,female,75+,193,333100.0,13.185093722737907
37662,Sweden,1981,male,15-24,193,582100.0,13.185093722737907
37663,Sweden,1981,male,25-34,193,627600.0,13.185093722737907
37664,Sweden,1981,male,35-54,193,1019700.0,13.185093722737907
37665,Sweden,1981,male,05-14,193,573300.0,13.185093722737907
37666,Sweden,1981,male,55-74,193,858600.0,13.185093722737907
37667,Sweden,1981,male,75+,193,211300.0,13.185093722737907
37668,Sweden,1982,female,15-24,193,561800.0,13.185093722737907
37669,Sweden,1982,female,25-34,193,588300.0,13.185093722737907
37670,Sweden,1982,female,35-54,193,1009100.0,13.185093722737907
37671,Sweden,1982,female,05-14,193,533900.0,13.185093722737907
37672,Sweden,1982,female,55-74,193,937500.0,13.185093722737907
37673,Sweden,1982,female,75+,193,343800.0,13.185093722737907
37674,Sweden,1982,male,15-24,193,587400.0,13.185093722737907
37675,Sweden,1982,male,25-34,193,614800.0,13.185093722737907
37676,Sweden,1982,male,35-54,193,1040400.0,13.185093722737907
37677,Sweden,1982,male,05-14,193,560300.0,13.185093722737907
37678,Sweden,1982,male,55-74,193,853800.0,13.185093722737907
37679,Sweden,1982,male,75+,193,217100.0,13.185093722737907
37680,Sweden,1983,female,15-24,193,565200.0,13.185093722737907
37681,Sweden,1983,female,25-34,193,577200.0,13.185093722737907
37682,Sweden,1983,female,35-54,193,1027300.0,13.185093722737907
37683,Sweden,1983,female,05-14,193,522700.0,13.185093722737907
37684,Sweden,1983,female,55-74,193,933200.0,13.185093722737907
37685,Sweden,1983,female,75+,193,355400.0,13.185093722737907
37686,Sweden,1983,male,15-24,193,591300.0,13.185093722737907
37687,Sweden,1983,male,25-34,193,602500.0,13.185093722737907
37688,Sweden,1983,male,35-54,193,1060200.0,13.185093722737907
37689,Sweden,1983,male,05-14,193,548300.0,13.185093722737907
37690,Sweden,1983,male,55-74,193,848400.0,13.185093722737907
37691,Sweden,1983,male,75+,193,223100.0,13.185093722737907
37692,Sweden,1984,female,15-24,193,566600.0,13.185093722737907
37693,Sweden,1984,female,25-34,193,567000.0,13.185093722737907
37694,Sweden,1984,female,35-54,193,1044600.0,13.185093722737907
37695,Sweden,1984,female,05-14,193,515100.0,13.185093722737907
37696,Sweden,1984,female,55-74,193,927600.0,13.185093722737907
37697,Sweden,1984,female,75+,193,367300.0,13.185093722737907
37698,Sweden,1984,male,15-24,193,593100.0,13.185093722737907
37699,Sweden,1984,male,25-34,193,592500.0,13.185093722737907
37700,Sweden,1984,male,35-54,193,1078800.0,13.185093722737907
37701,Sweden,1984,male,05-14,193,540000.0,13.185093722737907
37702,Sweden,1984,male,55-74,193,842000.0,13.185093722737907
37703,Sweden,1984,male,75+,193,229600.0,13.185093722737907
37704,Sweden,1985,female,15-24,193,568100.0,13.185093722737907
37705,Sweden,1985,female,25-34,193,559400.0,13.185093722737907
37706,Sweden,1985,female,35-54,193,1059900.0,13.185093722737907
37707,Sweden,1985,female,05-14,193,509800.0,13.185093722737907
37708,Sweden,1985,female,55-74,193,921300.0,13.185093722737907
37709,Sweden,1985,female,75+,193,378200.0,13.185093722737907
37710,Sweden,1985,male,15-24,193,595600.0,13.185093722737907
37711,Sweden,1985,male,25-34,193,585100.0,13.185093722737907
37712,Sweden,1985,male,35-54,193,1095700.0,13.185093722737907
37713,Sweden,1985,male,05-14,193,534300.0,13.185093722737907
37714,Sweden,1985,male,55-74,193,834600.0,13.185093722737907
37715,Sweden,1985,male,75+,193,236000.0,13.185093722737907
37716,Sweden,1986,female,15-24,193,571600.0,13.185093722737907
37717,Sweden,1986,female,25-34,193,555400.0,13.185093722737907
37718,Sweden,1986,female,35-54,193,1072500.0,13.185093722737907
37719,Sweden,1986,female,05-14,193,502800.0,13.185093722737907
37720,Sweden,1986,female,55-74,193,915000.0,13.185093722737907
37721,Sweden,1986,female,75+,193,387800.0,13.185093722737907
37722,Sweden,1986,male,15-24,193,600000.0,13.185093722737907
37723,Sweden,1986,male,25-34,193,580700.0,13.185093722737907
37724,Sweden,1986,male,35-54,193,1110100.0,13.185093722737907
37725,Sweden,1986,male,05-14,193,527000.0,13.185093722737907
37726,Sweden,1986,male,55-74,193,827300.0,13.185093722737907
37727,Sweden,1986,male,75+,193,241600.0,13.185093722737907
37728,Sweden,1987,female,15-24,32,575200.0,5.563282336578582
37729,Sweden,1987,female,25-34,57,554200.0,10.285095633345364
37730,Sweden,1987,female,35-54,185,1085200.0,17.0475488389237
37731,Sweden,1987,female,05-14,0,494700.0,0.0
37732,Sweden,1987,female,55-74,117,908000.0,12.885462555066079
37733,Sweden,1987,female,75+,73,397900.0,18.34631817039457
37734,Sweden,1987,male,15-24,102,604100.0,16.884621751365668
37735,Sweden,1987,male,25-34,174,580200.0,29.98965873836608
37736,Sweden,1987,male,35-54,394,1124000.0,35.05338078291815
37737,Sweden,1987,male,05-14,2,518700.0,0.385579332947754
37738,Sweden,1987,male,55-74,281,819700.0,34.28083445162865
37739,Sweden,1987,male,75+,124,247100.0,50.182112505058676
37740,Sweden,1988,female,15-24,34,576900.0,5.8935690760963775
37741,Sweden,1988,female,25-34,63,555900.0,11.332973556395034
37742,Sweden,1988,female,35-54,204,1100100.0,18.543768748295612
37743,Sweden,1988,female,05-14,1,487100.0,0.20529665366454525
37744,Sweden,1988,female,55-74,134,899400.0,14.89882143651323
37745,Sweden,1988,female,75+,56,406900.0,13.762595232243795
37746,Sweden,1988,male,15-24,110,605800.0,18.157807857378675
37747,Sweden,1988,male,25-34,174,583000.0,29.845626072041167
37748,Sweden,1988,male,35-54,394,1140400.0,34.54928095405121
37749,Sweden,1988,male,05-14,3,511500.0,0.5865102639296187
37750,Sweden,1988,male,55-74,298,811700.0,36.71307133177282
37751,Sweden,1988,male,75+,119,252200.0,47.1847739888977
37752,Sweden,1989,female,15-24,48,575800.0,8.336227856894755
37753,Sweden,1989,female,25-34,71,563500.0,12.599822537710738
37754,Sweden,1989,female,35-54,133,1115500.0,11.922904527117884
